País,Ano,Litros,Valor,TempAr,Precipitacao,Inflação,PIB_Brasil_Trilhoes,PIB_RS_Trilhoes,USD BRL,ValorPorLitro
Bahamas,2021,1083.0,4567.0,17.7,0.8,10.06,9.012,0.581,5.27075,4.22
Áustria,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Austrália,2021,705.0,4034.0,17.7,0.8,10.06,9.012,0.581,5.27075,5.72
Aruba,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Argentina,2021,6.0,13.0,17.7,0.8,10.06,9.012,0.581,5.27075,2.17
Arábia Saudita,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Antilhas Holandesas,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Antígua e Barbuda,2021,805.0,2268.0,17.7,0.8,10.06,9.012,0.581,5.27075,2.82
Anguilla,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Angola,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
"Alemanha, República Democrática",2021,2698.0,6741.0,17.7,0.8,10.06,9.012,0.581,5.27075,2.5
África do Sul,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Afeganistão,2021,11.0,46.0,17.7,0.8,10.06,9.012,0.581,5.27075,4.18
Barbados,2021,216.0,844.0,17.7,0.8,10.06,9.012,0.581,5.27075,3.91
Cingapura,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Belice,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Colômbia,2021,12160.0,21867.0,17.7,0.8,10.06,9.012,0.581,5.27075,1.8
Filipinas,2021,2784.0,10368.0,17.7,0.8,10.06,9.012,0.581,5.27075,3.72
Finlândia,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
França,2021,7052.0,23742.0,17.7,0.8,10.06,9.012,0.581,5.27075,3.37
Gana,2021,12578.0,19196.0,17.7,0.8,10.06,9.012,0.581,5.27075,1.53
Gibraltar,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Granada,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Estônia,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Grécia,2021,908.0,3014.0,17.7,0.8,10.06,9.012,0.581,5.27075,3.32
Guiana,2021,2372.0,6525.0,17.7,0.8,10.06,9.012,0.581,5.27075,2.75
Guiana Francesa,2021,90.0,32.0,17.7,0.8,10.06,9.012,0.581,5.27075,0.36
Guine Bissau,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Guine Equatorial,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Haiti,2021,670379.0,831181.0,17.7,0.8,10.06,9.012,0.581,5.27075,1.24
"Cocos (Keeling), Ilhas",2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Guatemala,2021,17347.0,29100.0,17.7,0.8,10.06,9.012,0.581,5.27075,1.68
Estados Unidos,2021,111085.0,203554.0,17.7,0.8,10.06,9.012,0.581,5.27075,1.83
Honduras,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Hungria,2021,87.0,583.0,17.7,0.8,10.06,9.012,0.581,5.27075,6.7
Comores,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Congo,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
"Coreia, Republica Sul",2021,67.0,100.0,17.7,0.8,10.06,9.012,0.581,5.27075,1.49
Costa do Marfim,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Espanha,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Croácia,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Cuba,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Costa Rica,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Dinamarca,2021,87.0,504.0,17.7,0.8,10.06,9.012,0.581,5.27075,5.79
Dominica,2021,460.0,634.0,17.7,0.8,10.06,9.012,0.581,5.27075,1.38
El Salvador,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Emirados Arabes Unidos,2021,810.0,10522.0,17.7,0.8,10.06,9.012,0.581,5.27075,12.99
Equador,2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
"Eslovaca, Republica",2021,0.0,0.0,17.7,0.8,10.06,9.012,0.581,5.27075,
Curaçao,2021,32263.0,58993.0,17.7,0.8,10.06,9.012,0.581,5.27075,1.83
Martinica,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Mauritânia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
México,2022,6.0,33.0,17.2,0.6,5.79,9.9,0.595,5.2046,5.5
Moçambique,2022,383.0,1927.0,17.2,0.6,5.79,9.9,0.595,5.2046,5.03
Montenegro,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Namíbia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Países Baixos,2022,7034.0,37240.0,17.2,0.6,5.79,9.9,0.595,5.2046,5.29
Nigéria,2022,32234.0,50283.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.56
Noruega,2022,2711.0,40316.0,17.2,0.6,5.79,9.9,0.595,5.2046,14.87
Nova Caledônia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Nova Zelândia,2022,63.0,156.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.48
Omã,2022,194.0,670.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.45
"Marshall, Ilhas",2022,7240.0,27178.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.75
Nicarágua,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Malta,2022,3127.0,15587.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.98
Palau,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Malásia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Macau,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Luxemburgo,2022,36.0,802.0,17.2,0.6,5.79,9.9,0.595,5.2046,22.28
Libéria,2022,9145.0,34815.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.81
Líbano,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Letônia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Japão,2022,37324.0,82208.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.2
Jamaica,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Itália,2022,1129.0,6151.0,17.2,0.6,5.79,9.9,0.595,5.2046,5.45
Irlanda,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Iraque,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Irã,2022,47.0,90.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.91
Indonésia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
India,2022,247.0,1021.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.13
Malavi,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Jordânia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Vietnã,2022,130.0,277.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.13
Peru,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Tailândia,2022,432.0,1713.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.97
Taiwan (Formosa),2022,25.0,277.0,17.2,0.6,5.79,9.9,0.595,5.2046,11.08
Tanzânia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
"Tcheca, República",2022,1305.0,9997.0,17.2,0.6,5.79,9.9,0.595,5.2046,7.66
Togo,2022,17317.0,25608.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.48
Toquelau,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Suriname,2022,1225.0,3360.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.74
Trinidade Tobago,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Turquia,2022,418.0,503.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.2
Tuvalu,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Uruguai,2022,637117.0,997367.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.57
Vanuatu,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Venezuela,2022,23220.0,32351.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.39
Ilhas Virgens,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Tunísia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Paraguai,2022,5076670.0,7156293.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.41
Suíça,2022,1584.0,20863.0,17.2,0.6,5.79,9.9,0.595,5.2046,13.17
Suazilândia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Pitcairn,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Polônia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Porto Rico,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Portugal,2022,1918.0,7613.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.97
Quênia,2022,1440.0,2080.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.44
Reino Unido,2022,18835.0,138154.0,17.2,0.6,5.79,9.9,0.595,5.2046,7.33
Suécia,2022,5.0,18.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.6
República Dominicana,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
São Cristóvão e Névis,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
São Tomé e Príncipe,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
São Vicente e Granadinas,2022,20.0,51.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.55
Senegal,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Serra Leoa,2022,8101.0,15182.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.87
Singapura,2022,4322.0,15434.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.57
Rússia,2022,66046.0,118618.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.8
Ilha de Man,2022,165.0,641.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.88
Panamá,2022,11490.0,49392.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.3
Hong Kong,2022,9371.0,38218.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.08
China,2022,105395.0,404647.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.84
Chile,2022,2094.0,7986.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.81
"Cayman, Ilhas",2022,160.0,958.0,17.2,0.6,5.79,9.9,0.595,5.2046,5.99
Catar,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Canadá,2022,1183.0,5784.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.89
Camarões,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Cabo Verde,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Bulgária,2022,5.0,31.0,17.2,0.6,5.79,9.9,0.595,5.2046,6.2
Brasil,2022,2504.0,952.0,17.2,0.6,5.79,9.9,0.595,5.2046,0.38
Bósnia-Herzegovina,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Bolívia,2022,32530.0,49011.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.51
Bermudas,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Benin,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Bélgica,2022,828.0,6145.0,17.2,0.6,5.79,9.9,0.595,5.2046,7.42
Barein,2022,979.0,2789.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.85
Barbados,2022,220.0,1145.0,17.2,0.6,5.79,9.9,0.595,5.2046,5.2
Bangladesh,2022,7.0,84.0,17.2,0.6,5.79,9.9,0.595,5.2046,12.0
Hungria,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Afeganistão,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
África do Sul,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
"Alemanha, República Democrática",2022,7630.0,45367.0,17.2,0.6,5.79,9.9,0.595,5.2046,5.95
Angola,2022,4068.0,4761.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.17
Anguilla,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Chipre,2022,1521.0,4458.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.93
Antígua e Barbuda,2022,419.0,1866.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.45
Arábia Saudita,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Argentina,2022,480.0,3232.0,17.2,0.6,5.79,9.9,0.595,5.2046,6.73
Aruba,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Austrália,2022,1424.0,12299.0,17.2,0.6,5.79,9.9,0.595,5.2046,8.64
Áustria,2022,6.0,212.0,17.2,0.6,5.79,9.9,0.595,5.2046,35.33
Bahamas,2022,1215.0,5799.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.77
Antilhas Holandesas,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Cingapura,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Belice,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Colômbia,2022,8217.0,14068.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.71
"Cocos (Keeling), Ilhas",2022,26.0,60.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.31
Haiti,2022,553503.0,741014.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.34
Guine Equatorial,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Guine Bissau,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Guiana Francesa,2022,22.0,18.0,17.2,0.6,5.79,9.9,0.595,5.2046,0.82
Guiana,2022,2064.0,5823.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.82
Guatemala,2022,1283.0,5350.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.17
Grécia,2022,920.0,2426.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.64
Granada,2022,5610.0,7914.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.41
Gana,2022,35949.0,49304.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.37
França,2022,5694.0,25008.0,17.2,0.6,5.79,9.9,0.595,5.2046,4.39
Finlândia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Filipinas,2022,375.0,790.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.11
Estônia,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Estados Unidos,2022,220373.0,447893.0,17.2,0.6,5.79,9.9,0.595,5.2046,2.03
Gibraltar,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
"Eslovaca, Republica",2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Comores,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Espanha,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
"Coreia, Republica Sul",2022,77.0,257.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.34
Costa do Marfim,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Costa Rica,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Croácia,2022,34.0,484.0,17.2,0.6,5.79,9.9,0.595,5.2046,14.24
Cuba,2022,16.0,6.0,17.2,0.6,5.79,9.9,0.595,5.2046,0.38
Congo,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Dinamarca,2022,2.0,6.0,17.2,0.6,5.79,9.9,0.595,5.2046,3.0
Dominica,2022,1485.0,2223.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.5
El Salvador,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Emirados Arabes Unidos,2022,4781.0,85465.0,17.2,0.6,5.79,9.9,0.595,5.2046,17.88
Equador,2022,135.0,210.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.56
Honduras,2022,0.0,0.0,17.2,0.6,5.79,9.9,0.595,5.2046,
Curaçao,2022,40673.0,66950.0,17.2,0.6,5.79,9.9,0.595,5.2046,1.65
Martinica,2023,9.0,31.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.44
Mauritânia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
México,2023,3.0,19.0,18.4,0.8,4.62,10.9,0.64,4.96335,6.33
Moçambique,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Montenegro,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Namíbia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Noruega,2023,861.0,4243.0,18.4,0.8,4.62,10.9,0.64,4.96335,4.93
Nigéria,2023,10800.0,16464.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.52
Nova Caledônia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Nova Zelândia,2023,338.0,7177.0,18.4,0.8,4.62,10.9,0.64,4.96335,21.23
Omã,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
"Marshall, Ilhas",2023,7417.0,31691.0,18.4,0.8,4.62,10.9,0.64,4.96335,4.27
Nicarágua,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Malta,2023,6561.0,24199.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.69
India,2023,60.0,170.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.83
Malásia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Países Baixos,2023,2244.0,4958.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.21
Indonésia,2023,9.0,30.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.33
Irã,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Iraque,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Irlanda,2023,150.0,377.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.51
Itália,2023,2922.0,27665.0,18.4,0.8,4.62,10.9,0.64,4.96335,9.47
Malavi,2023,3660.0,6252.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.71
Jamaica,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Jordânia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Letônia,2023,8.0,8.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.0
Líbano,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Libéria,2023,39784.0,42463.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.07
Luxemburgo,2023,581.0,7048.0,18.4,0.8,4.62,10.9,0.64,4.96335,12.13
Macau,2023,7.0,6.0,18.4,0.8,4.62,10.9,0.64,4.96335,0.86
Japão,2023,22942.0,57780.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.52
Palau,2023,45.0,143.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.18
Vanuatu,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Paraguai,2023,3780378.0,5517263.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.46
Ilhas Virgens,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Uruguai,2023,326093.0,454271.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.39
Tuvalu,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Turquia,2023,28104.0,95421.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.4
Tunísia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Trinidade Tobago,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Toquelau,2023,3.0,10.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.33
Togo,2023,14550.0,25235.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.73
"Tcheca, República",2023,405.0,3348.0,18.4,0.8,4.62,10.9,0.64,4.96335,8.27
Tanzânia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Taiwan (Formosa),2023,4208.0,19998.0,18.4,0.8,4.62,10.9,0.64,4.96335,4.75
Tailândia,2023,189.0,1387.0,18.4,0.8,4.62,10.9,0.64,4.96335,7.34
Suriname,2023,3105.0,5235.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.69
Suíça,2023,2500.0,28763.0,18.4,0.8,4.62,10.9,0.64,4.96335,11.51
Suécia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Suazilândia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Singapura,2023,3941.0,19781.0,18.4,0.8,4.62,10.9,0.64,4.96335,5.02
Peru,2023,47277.0,84282.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.78
Pitcairn,2023,11.0,22.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.0
Polônia,2023,298.0,590.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.98
Porto Rico,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Portugal,2023,13742.0,46311.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.37
Quênia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Panamá,2023,14785.0,68173.0,18.4,0.8,4.62,10.9,0.64,4.96335,4.61
Reino Unido,2023,11326.0,84547.0,18.4,0.8,4.62,10.9,0.64,4.96335,7.46
Rússia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
São Cristóvão e Névis,2023,16.0,31.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.94
São Tomé e Príncipe,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
São Vicente e Granadinas,2023,39.0,139.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.56
Senegal,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Serra Leoa,2023,23200.0,38548.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.66
República Dominicana,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Ilha de Man,2023,1428.0,4533.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.17
Colômbia,2023,450.0,1259.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.8
Hong Kong,2023,16255.0,71025.0,18.4,0.8,4.62,10.9,0.64,4.96335,4.37
Chile,2023,9.0,63.0,18.4,0.8,4.62,10.9,0.64,4.96335,7.0
"Cayman, Ilhas",2023,438.0,2632.0,18.4,0.8,4.62,10.9,0.64,4.96335,6.01
Catar,2023,5.0,18.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.6
Canadá,2023,11539.0,42179.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.66
Camarões,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Cabo Verde,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Bulgária,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Brasil,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Bósnia-Herzegovina,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Bolívia,2023,21926.0,36950.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.69
Bermudas,2023,16.0,153.0,18.4,0.8,4.62,10.9,0.64,4.96335,9.56
Benin,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Belice,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Bélgica,2023,95.0,683.0,18.4,0.8,4.62,10.9,0.64,4.96335,7.19
Barein,2023,283.0,1684.0,18.4,0.8,4.62,10.9,0.64,4.96335,5.95
Barbados,2023,58.0,303.0,18.4,0.8,4.62,10.9,0.64,4.96335,5.22
Bangladesh,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Venezuela,2023,141030.0,220512.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.56
Afeganistão,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
África do Sul,2023,117.0,698.0,18.4,0.8,4.62,10.9,0.64,4.96335,5.97
"Alemanha, República Democrática",2023,4806.0,31853.0,18.4,0.8,4.62,10.9,0.64,4.96335,6.63
Angola,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Anguilla,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
China,2023,73917.0,183096.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.48
Antígua e Barbuda,2023,383.0,1848.0,18.4,0.8,4.62,10.9,0.64,4.96335,4.83
Arábia Saudita,2023,124.0,142.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.15
Argentina,2023,4545.0,36133.0,18.4,0.8,4.62,10.9,0.64,4.96335,7.95
Aruba,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Austrália,2023,2485.0,13565.0,18.4,0.8,4.62,10.9,0.64,4.96335,5.46
Áustria,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Bahamas,2023,1348.0,7402.0,18.4,0.8,4.62,10.9,0.64,4.96335,5.49
Antilhas Holandesas,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Hungria,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Chipre,2023,524.0,2995.0,18.4,0.8,4.62,10.9,0.64,4.96335,5.72
"Cocos (Keeling), Ilhas",2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Honduras,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Haiti,2023,559645.0,871661.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.56
Guine Equatorial,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Guine Bissau,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Guiana Francesa,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Guiana,2023,33651.0,88715.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.64
Guatemala,2023,2053.0,3758.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.83
Grécia,2023,1294.0,3214.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.48
Granada,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Gibraltar,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Gana,2023,7237.0,29473.0,18.4,0.8,4.62,10.9,0.64,4.96335,4.07
França,2023,2265.0,14722.0,18.4,0.8,4.62,10.9,0.64,4.96335,6.5
Finlândia,2023,5.0,11.0,18.4,0.8,4.62,10.9,0.64,4.96335,2.2
