País,Ano,Litros,Valor,TempAr,Precipitacao,Inflação,PIB_Brasil_Trilhoes,PIB_RS_Trilhoes,USD BRL,ValorPorLitro
Afeganistão,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Países Baixos,2007,181046.0,364751.0,18.2,0.8,4.46,2.72,0.168,1.95095,2.01
Omã,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Nova Zelândia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Nova Caledônia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Noruega,2007,10044.0,10044.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.0
Nigéria,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Nicarágua,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Namíbia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Montenegro,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Moçambique,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
México,2007,2453.0,15425.0,18.2,0.8,4.46,2.72,0.168,1.95095,6.29
Mauritânia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Martinica,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
"Marshall, Ilhas",2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Palau,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Malta,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Malásia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Macau,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Luxemburgo,2007,785.0,2033.0,18.2,0.8,4.46,2.72,0.168,1.95095,2.59
Libéria,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Líbano,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Letônia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Jordânia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Japão,2007,357943.0,316867.0,18.2,0.8,4.46,2.72,0.168,1.95095,0.89
Jamaica,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Itália,2007,7209.0,19860.0,18.2,0.8,4.46,2.72,0.168,1.95095,2.75
Irlanda,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Iraque,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Irã,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Indonésia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Malavi,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Paraguai,2007,1285459.0,801519.0,18.2,0.8,4.46,2.72,0.168,1.95095,0.62
Peru,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Pitcairn,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Vietnã,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Venezuela,2007,20700.0,27370.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.32
Vanuatu,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Uruguai,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Tuvalu,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Turquia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Tunísia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Trinidade Tobago,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Toquelau,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Togo,2007,11.0,11.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.0
"Tcheca, República",2007,85303.0,189620.0,18.2,0.8,4.46,2.72,0.168,1.95095,2.22
Tanzânia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Taiwan (Formosa),2007,6377.0,11214.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.76
Tailândia,2007,839.0,2020.0,18.2,0.8,4.46,2.72,0.168,1.95095,2.41
Suriname,2007,2700.0,4603.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.7
Suíça,2007,26090.0,70716.0,18.2,0.8,4.46,2.72,0.168,1.95095,2.71
Suécia,2007,919.0,2448.0,18.2,0.8,4.46,2.72,0.168,1.95095,2.66
Polônia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Porto Rico,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Portugal,2007,109074.0,165282.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.52
Quênia,2007,10600.0,13860.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.31
Reino Unido,2007,84613.0,144244.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.7
República Dominicana,2007,601.0,2438.0,18.2,0.8,4.46,2.72,0.168,1.95095,4.06
India,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Rússia,2007,266400.0,173160.0,18.2,0.8,4.46,2.72,0.168,1.95095,0.65
São Tomé e Príncipe,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
São Vicente e Granadinas,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Senegal,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Serra Leoa,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Singapura,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Suazilândia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
São Cristóvão e Névis,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Ilhas Virgens,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Panamá,2007,810.0,1030.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.27
Hungria,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Chipre,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
China,2007,7638.0,30390.0,18.2,0.8,4.46,2.72,0.168,1.95095,3.98
Chile,2007,60930.0,67353.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.11
"Cayman, Ilhas",2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Catar,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Canadá,2007,4172.0,18838.0,18.2,0.8,4.46,2.72,0.168,1.95095,4.52
Camarões,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Cabo Verde,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Bulgária,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Brasil,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Bósnia-Herzegovina,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Bolívia,2007,4985.0,3550.0,18.2,0.8,4.46,2.72,0.168,1.95095,0.71
Bermudas,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Benin,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Belice,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Bélgica,2007,1077.0,3751.0,18.2,0.8,4.46,2.72,0.168,1.95095,3.48
Barein,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Ilha de Man,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
"Alemanha, República Democrática",2007,119512.0,238052.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.99
Angola,2007,25931.0,49753.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.92
Anguilla,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Antígua e Barbuda,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Antilhas Holandesas,2007,17025.0,17949.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.05
Cingapura,2007,7270.0,17864.0,18.2,0.8,4.46,2.72,0.168,1.95095,2.46
Arábia Saudita,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Aruba,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Austrália,2007,60.0,281.0,18.2,0.8,4.46,2.72,0.168,1.95095,4.68
Áustria,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Bahamas,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Bangladesh,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Barbados,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Argentina,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
"Cocos (Keeling), Ilhas",2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
África do Sul,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Hong Kong,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Colômbia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Honduras,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Haiti,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Guine Equatorial,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Guine Bissau,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Guiana Francesa,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Guiana,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Guatemala,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Grécia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Gibraltar,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Gana,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
França,2007,6349.0,11231.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.77
Finlândia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Filipinas,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Estônia,2007,77697.0,54056.0,18.2,0.8,4.46,2.72,0.168,1.95095,0.7
Granada,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Espanha,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Estados Unidos,2007,479269.0,810038.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.69
Congo,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
"Coreia, Republica Sul",2007,1012.0,4650.0,18.2,0.8,4.46,2.72,0.168,1.95095,4.59
Costa do Marfim,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Costa Rica,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Cuba,2007,2669.0,5118.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.92
Curaçao,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Croácia,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Comores,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Dominica,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
El Salvador,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Emirados Arabes Unidos,2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Equador,2007,2700.0,3585.0,18.2,0.8,4.46,2.72,0.168,1.95095,1.33
"Eslovaca, Republica",2007,0.0,0.0,18.2,0.8,4.46,2.72,0.168,1.95095,
Dinamarca,2007,3480.0,11176.0,18.2,0.8,4.46,2.72,0.168,1.95095,3.21
Montenegro,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Martinica,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Mauritânia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
México,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Moçambique,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Namíbia,2008,340.0,722.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.12
Países Baixos,2008,340412.0,783635.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.3
Nigéria,2008,7560.0,10920.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.44
Noruega,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Nova Caledônia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Nova Zelândia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Omã,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
"Marshall, Ilhas",2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Nicarágua,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Malta,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
India,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Malásia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Palau,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Indonésia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Irã,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Iraque,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Irlanda,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Itália,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Malavi,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Jamaica,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Jordânia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Letônia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Líbano,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Libéria,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Luxemburgo,2008,13606.0,42341.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.11
Macau,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Japão,2008,232293.0,178333.0,17.4,0.8,5.9,3.11,0.19,1.71985,0.77
Panamá,2008,1161.0,1882.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.62
Suazilândia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Peru,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Vietnã,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Venezuela,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Vanuatu,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Uruguai,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Tuvalu,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Turquia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Tunísia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Trinidade Tobago,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Toquelau,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Togo,2008,5160.0,7800.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.51
"Tcheca, República",2008,17135.0,64709.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.78
Tanzânia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Taiwan (Formosa),2008,10030.0,18679.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.86
Tailândia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Suriname,2008,900.0,1625.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.81
Suíça,2008,54384.0,216317.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.98
Suécia,2008,26984.0,84564.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.13
Pitcairn,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Polônia,2008,20290.0,58353.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.88
Porto Rico,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Portugal,2008,49090.0,48942.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.0
Quênia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Reino Unido,2008,100097.0,155076.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.55
Paraguai,2008,2191901.0,1374088.0,17.4,0.8,5.9,3.11,0.19,1.71985,0.63
República Dominicana,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
São Cristóvão e Névis,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
São Tomé e Príncipe,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
São Vicente e Granadinas,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Senegal,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Serra Leoa,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Singapura,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Rússia,2008,6207658.0,2352768.0,17.4,0.8,5.9,3.11,0.19,1.71985,0.38
Ilhas Virgens,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
"Cocos (Keeling), Ilhas",2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Hungria,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
China,2008,8689.0,25926.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.98
Chile,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
"Cayman, Ilhas",2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Catar,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Canadá,2008,20949.0,80476.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.84
Camarões,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Cabo Verde,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Bulgária,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Brasil,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Bósnia-Herzegovina,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Bolívia,2008,3979.0,3990.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.0
Bermudas,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Benin,2008,10350.0,17423.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.68
Belice,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Bélgica,2008,3523.0,12969.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.68
Barein,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Barbados,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Ilha de Man,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
África do Sul,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
"Alemanha, República Democrática",2008,265742.0,429970.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.62
Angola,2008,25721.0,71083.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.76
Anguilla,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Antígua e Barbuda,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Chipre,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Antilhas Holandesas,2008,17938.0,22908.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.28
Argentina,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Aruba,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Austrália,2008,218726.0,99280.0,17.4,0.8,5.9,3.11,0.19,1.71985,0.45
Áustria,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Bahamas,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Bangladesh,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Arábia Saudita,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Cingapura,2008,1233.0,4699.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.81
Afeganistão,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Colômbia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Honduras,2008,162.0,580.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.58
Haiti,2008,20.0,20.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.0
Guine Equatorial,2008,548.0,1417.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.59
Guine Bissau,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Guiana Francesa,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Guiana,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Guatemala,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Grécia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Granada,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Gibraltar,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Gana,2008,18168.0,25642.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.41
França,2008,11078.0,27500.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.48
Finlândia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Filipinas,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Estônia,2008,4114.0,9730.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.37
Hong Kong,2008,2430.0,13460.0,17.4,0.8,5.9,3.11,0.19,1.71985,5.54
Espanha,2008,2942.0,6834.0,17.4,0.8,5.9,3.11,0.19,1.71985,2.32
Estados Unidos,2008,443895.0,804607.0,17.4,0.8,5.9,3.11,0.19,1.71985,1.81
Comores,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Congo,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
"Coreia, Republica Sul",2008,3520.0,14366.0,17.4,0.8,5.9,3.11,0.19,1.71985,4.08
Costa do Marfim,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Croácia,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Cuba,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Costa Rica,2008,55.0,200.0,17.4,0.8,5.9,3.11,0.19,1.71985,3.64
Dinamarca,2008,518.0,15905.0,17.4,0.8,5.9,3.11,0.19,1.71985,30.7
Dominica,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
El Salvador,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Emirados Arabes Unidos,2008,2437.0,12298.0,17.4,0.8,5.9,3.11,0.19,1.71985,5.05
Equador,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
"Eslovaca, Republica",2008,585.0,16063.0,17.4,0.8,5.9,3.11,0.19,1.71985,27.46
Curaçao,2008,0.0,0.0,17.4,0.8,5.9,3.11,0.19,1.71985,
Namíbia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Mauritânia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
México,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Moçambique,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Montenegro,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Nicarágua,2009,24.0,24.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.0
Palau,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Noruega,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Nova Caledônia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Nova Zelândia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Omã,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Países Baixos,2009,171654.0,136991.0,18.2,0.8,4.31,3.333,0.204,1.9439,0.8
Martinica,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Nigéria,2009,41.0,115.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.8
"Marshall, Ilhas",2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Letônia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Malavi,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Panamá,2009,24.0,30.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.25
Indonésia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Irã,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Iraque,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Irlanda,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Itália,2009,1817.0,5251.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.89
Malta,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Jamaica,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Jordânia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Líbano,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Libéria,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Luxemburgo,2009,7845.0,42124.0,18.2,0.8,4.31,3.333,0.204,1.9439,5.37
Macau,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Malásia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Japão,2009,217974.0,283436.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.3
Paraguai,2009,486927.0,392087.0,18.2,0.8,4.31,3.333,0.204,1.9439,0.81
Suazilândia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Pitcairn,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Vietnã,2009,743.0,2143.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.88
Venezuela,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
